stdno,schoolyear,term,course,section,units,grade,courserank,contrib
0056-15094,2015,FIRST,PHYS 160,Z,3,____,2,1.0000,
0056-15094,2015,FIRST,APHY 105,Y-1L,3,____,3,1.0000,
0056-15094,2015,FIRST,APHY 200-3,AR1(3),3,____,4,1.0000,
0056-15094,2015,FIRST,ENSC 26,C-4L,3,____,5,1.0000,
3716-96142,2015,FIRST,CHEM 160,X,3,____,2,1.0000,
8903-03171,2015,FIRST,CHEM 160.1,2L,2,____,1,1.0000,
8903-03171,2015,FIRST,ABT 106,B1-3L,3,____,2,1.0000,
8903-03171,2015,FIRST,AGR 150,T-1L,3,____,3,1.0000,
8903-03171,2015,FIRST,BIO 130a,G,3,____,5,1.0000,
3540-26677,2015,FIRST,HNF 198,AR5,12,____,1,1.0000,
8925-91888,2015,FIRST,POSC 1(SSP),A-1R,3,____,1,1.0000,
8925-91888,2015,FIRST,EE 141,V-1L,3,____,2,1.0000,
1003-34012,2015,FIRST,PI 10(SSP),G2-6R,3,____,2,1.0000,
0474-88618,2015,FIRST,AECO 199,Y2,1,____,2,1.0000,
2560-63939,2015,FIRST,CHEM 140,YZ1-1L,4,____,1,1.0000,
2560-63939,2015,FIRST,CHEM 161.1,2L,2,____,2,1.0000,
2560-63939,2015,FIRST,CHEM 120.1,1L,2,____,4,1.0000,
2560-63939,2015,FIRST,CHEM 199,F2,1,____,6,1.0000,
0961-90251,2015,FIRST,ENG 2(AH),U-6R,3,____,1,1.0000,
0961-90251,2015,FIRST,ECON 102,W,3,____,2,1.0000,
0961-90251,2015,FIRST,SOSC 3(SSP),Y-3R,3,____,3,1.0000,
0961-90251,2015,FIRST,HUME 10(SSP),G-2R,3,____,4,1.0000,
0961-90251,2015,FIRST,PI 10(SSP),B-1R,3,____,5,1.0000,
8479-79050,2015,FIRST,THEA 108,Z,3,____,2,1.0000,
0107-86593,2015,FIRST,PI 10(SSP),G2-6R,3,____,2,1.0000,
9011-42088,2015,FIRST,ENG 10,T-6R,3,____,1,1.0000,
1979-29045,2015,FIRST,AECO 199,Y2,1,____,1,1.0000,
5953-26824,2015,FIRST,AECO 199,Y2,1,____,2,1.0000,
4853-80663,2015,FIRST,MGT 155,U,3,____,1,1.0000,
1898-69137,2015,FIRST,AECO 199,Y2,1,____,1,1.0000,
7728-62714,2015,FIRST,MATH 181,V,3,____,2,1.0000,
3233-92908,2015,FIRST,MGT 155,U,3,____,1,1.0000,
4091-55247,2015,FIRST,CMSC 142,C-3L,3,____,1,1.0000,
4091-55247,2015,FIRST,SPAN I,V,3,____,2,1.0000,
1439-42370,2015,FIRST,ChE 193,WX-1L,3,____,1,1.0000,
1439-42370,2015,FIRST,ChE 200-3,AR(3),3,____,2,1.0000,
7283-64238,2015,FIRST,PE 2-TKD,TKD-Y,0,____,1,1.0000,
7283-64238,2015,FIRST,APHY 200-3,AR1(3),3,____,2,1.0000,
8962-36957,2015,FIRST,AECO 199,Y2,1,____,2,1.0000,
0546-11646,2015,FIRST,SOSC 3(SSP),Y-3R,3,____,1,1.0000,
5708-15092,2015,FIRST,DEVC 199,S4,1,____,1,1.0000,
1587-29531,2015,FIRST,MGT 155,U,3,____,1,1.0000,
3075-85665,2015,FIRST,PHYS 23,F-2L,3,____,1,1.0000,
3075-85665,2015,FIRST,SOSC 1(SSP),C-2R,3,____,2,1.0000,
8657-46398,2015,FIRST,CMSC 22,WX-7L,3,____,1,1.0000,
9491-18945,2015,FIRST,HNF 198,AR5,12,____,1,1.0000,
9441-90668,2015,FIRST,HNF 198,AR5,12,____,1,1.0000,
8272-04127,2015,FIRST,FST 111,C,3,____,1,1.0000,
8272-04127,2015,FIRST,FST 102,B-3L,4,____,2,1.0000,
8272-04127,2015,FIRST,FST 145,S-2L,3,____,3,1.0000,
8272-04127,2015,FIRST,AGRI 199,Y5,1,____,4,1.0000,
8272-04127,2015,FIRST,FST 167,T-2L,3,____,5,1.0000,
2085-98360,2015,FIRST,PE 2-FSW,FSW-T,0,____,1,1.0000,
2085-98360,2015,FIRST,STS 10(MST),B,3,____,4,1.0000,
2380-82961,2015,FIRST,SPCM 1(AH),Y-5R,3,____,1,1.0000,
2380-82961,2015,FIRST,SPAN I,U,3,____,2,1.0000,
2380-82961,2015,FIRST,HIST 1(SSP),V2-5R,3,____,3,1.0000,
9401-25912,2015,FIRST,HNF 198,AR5,12,____,1,1.0000,
8428-91049,2015,FIRST,HNF 42,B-2L,4,____,1,1.0000,
8428-91049,2015,FIRST,HNF 198,AR5,12,____,2,1.0000,
2474-28976,2015,FIRST,SPCM 1(AH),Y-5R,3,____,1,1.0000,
2474-28976,2015,FIRST,PSY 1(SSP),U-3R,3,____,2,1.0000,
2474-28976,2015,FIRST,PI 10(SSP),G2-3R,3,____,3,1.0000,
2474-28976,2015,FIRST,HUM 1(AH),D,3,____,4,1.0000,
2474-28976,2015,FIRST,HUM 2(AH),B-6R,3,____,5,1.0000,
8605-87458,2015,FIRST,FST 115,C,3,____,1,1.0000,
5411-43033,2015,FIRST,MATH 28,T-5R,3,____,1,1.0000,
5222-70604,2015,FIRST,ECON 11,W-7R,3,____,1,1.0000,
5222-70604,2015,FIRST,PI 10(SSP),A-2R,3,____,2,1.0000,
5222-70604,2015,FIRST,DEVC 199,S4,1,____,4,1.0000,
4687-97864,2015,FIRST,HNF 198,AR5,12,____,1,1.0000,
6631-97394,2015,FIRST,AGRI 195,CD-6L,3,____,1,1.0000,
6631-97394,2015,FIRST,AGRI 199,Y5,1,____,3,1.0000,
8076-27274,2015,FIRST,HUM 3(AH),W,3,____,1,1.0000,
8076-27274,2015,FIRST,PI 10(SSP),A2-1R,3,____,2,1.0000,
8076-27274,2015,FIRST,MGT 1,X-2L,3,____,3,1.0000,
8076-27274,2015,FIRST,DEVC 199,A2,1,____,5,1.0000,
4982-48083,2015,FIRST,SPCM 102,V,3,____,2,1.0000,
0344-35484,2015,FIRST,ECON 130,X,3,____,1,1.0000,
0344-35484,2015,FIRST,ECON 121,Y,3,____,2,1.0000,
6351-92085,2015,FIRST,AMAT 172,E,3,____,1,1.0000,
6351-92085,2015,FIRST,STAT 175,C-3L,3,____,2,1.0000,
5056-70156,2015,FIRST,PE 2-TTN,TTN-T,0,____,1,1.0000,
5056-70156,2015,FIRST,ChE 193,ST-1L,3,____,2,1.0000,
5056-70156,2015,FIRST,ChE 200-3,AR(3),3,____,3,1.0000,
5056-70156,2015,FIRST,ChE 180,C,3,____,4,1.0000,
5056-70156,2015,FIRST,ChE 185,F,2,____,5,1.0000,
5056-70156,2015,FIRST,ENSC 26,Z-1L,3,____,6,1.0000,
5056-70156,2015,FIRST,NASC 6(MST),D,3,____,7,1.0000,
4167-83357,2015,FIRST,PHLO 195,X,3,____,2,1.0000,
4167-83357,2015,FIRST,PHLO 176,Y,3,____,4,1.0000,
1159-46837,2015,FIRST,PPTH 114,A-1L,3,____,1,1.0000,
1159-46837,2015,FIRST,ENT 101,ST-1L,3,____,2,1.0000,
1159-46837,2015,FIRST,AGRI 195,CD-6L,3,____,3,1.0000,
1159-46837,2015,FIRST,HUME 10(SSP),U-2R,3,____,5,1.0000,
1159-46837,2015,FIRST,STS 10(MST),B,3,____,7,1.0000,
6263-17436,2015,FIRST,MST 195,U,2,____,1,1.0000,
9840-86690,2015,FIRST,ANSC 132,A-1L,3,____,1,1.0000,
4810-16429,2015,FIRST,ENG 106,U,3,____,1,1.0000,
0938-73409,2015,FIRST,ENTR 1(SSP),B-2R,3,____,1,1.0000,
9910-75188,2015,FIRST,CHEM 112.1,1L,2,____,1,1.0000,
9910-75188,2015,FIRST,CHEM 115,Y,3,____,2,1.0000,
9910-75188,2015,FIRST,HUM 3(AH),W,3,____,4,1.0000,
9910-75188,2015,FIRST,MATH 1(MST),F,3,____,5,1.0000,
8726-63373,2015,FIRST,PE 2-MSW,MSW-Y,0,____,1,1.0000,
5219-53918,2015,FIRST,PE 2-TTN,TTN-UV,0,____,1,1.0000,
5219-53918,2015,FIRST,ABE 1,U-2L,3,____,3,1.0000,
5219-53918,2015,FIRST,STAT 162,G-8L,3,____,4,1.0000,
5219-53918,2015,FIRST,AGRI 199,Y5,1,____,5,1.0000,
7742-03282,2015,FIRST,PSY 1(SSP),C-3R,3,____,1,1.0000,
7742-03282,2015,FIRST,ANSC 122,ST-1L,3,____,2,1.0000,
7742-03282,2015,FIRST,ABM 190,E,3,____,3,1.0000,
5634-18165,2015,FIRST,SPAN I,V,3,____,1,1.0000,
8453-70176,2015,FIRST,HNF 198,AR5,12,____,1,1.0000,
3483-18841,2015,FIRST,FRCH 10,T,3,____,1,1.0000,
3483-18841,2015,FIRST,SOC 195,Y,3,____,3,1.0000,
3483-18841,2015,FIRST,SPAN I,V,3,____,5,1.0000,
5644-12855,2015,FIRST,HNF 198,AR5,12,____,1,1.0000,
5171-98102,2015,FIRST,AGRI 195,CD-6L,3,____,1,1.0000,
5171-98102,2015,FIRST,FST 122,B-2L,3,____,2,1.0000,
5171-98102,2015,FIRST,AGRI 199,Y5,1,____,3,1.0000,
5171-98102,2015,FIRST,ANSC 132,A-1L,3,____,5,1.0000,
9477-94524,2015,FIRST,HNF 198,AR4,12,____,2,1.0000,
2295-47020,2015,FIRST,CMSC 22,WX-7L,3,____,1,1.0000,
0405-16752,2015,FIRST,ECON 130,X,3,____,1,1.0000,
0405-16752,2015,FIRST,STAT 101,B-6L,3,____,2,1.0000,
0405-16752,2015,FIRST,AECO 151,ST-2R,3,____,3,1.0000,
0405-16752,2015,FIRST,ECON 199b,G1b,1,____,4,1.0000,
0405-16752,2015,FIRST,COST 110,E,3,____,6,1.0000,
1122-95673,2015,FIRST,SPCM 1(AH),G-6R,3,____,1,1.0000,
1122-95673,2015,FIRST,SOSC 3(SSP),Y-4R,3,____,2,1.0000,
1122-95673,2015,FIRST,CHEM 137.1,2L,2,____,3,1.0000,
1122-95673,2015,FIRST,HUM 3(AH),W,3,____,5,1.0000,
8064-69454,2015,FIRST,MST 195,U,2,____,1,1.0000,
8489-89536,2015,FIRST,SPCM 1(AH),Y-6R,3,____,1,1.0000,
8489-89536,2015,FIRST,CHEM 120.1,2L,2,____,2,1.0000,
8489-89536,2015,FIRST,CHEM 137.1,2L,2,____,3,1.0000,
6172-43201,2015,FIRST,CHEM 160.1,3L,2,____,1,1.0000,
6172-43201,2015,FIRST,ENTR 1(SSP),B-2R,3,____,3,1.0000,
2308-31371,2015,FIRST,ENG 10,T-6R,3,____,1,1.0000,
2308-31371,2015,FIRST,AECO 151,C-2R,3,____,3,1.0000,
2308-31371,2015,FIRST,ECON 171,F,3,____,4,1.0000,
2308-31371,2015,FIRST,ECON 199b,G1b,1,____,5,1.0000,
2558-47032,2015,FIRST,MATH 141,W,3,____,1,1.0000,
8560-94948,2015,FIRST,PE 2-BT,BT-Y,0,____,1,1.0000,
8560-94948,2015,FIRST,BOT 1,ST-7L,3,____,2,1.0000,
8560-94948,2015,FIRST,ZOO 1,WX-3L,3,____,4,1.0000,
8560-94948,2015,FIRST,MATH 14,YZ-4R,3,____,5,1.0000,
8560-94948,2015,FIRST,ECON 11,W-4R,3,____,6,1.0000,
8560-94948,2015,FIRST,ANSC 2,T-8L,3,____,7,1.0000,
8560-94948,2015,FIRST,SOIL 1,C-1L,3,____,0,0.0000,
2206-87503,2015,FIRST,PE 2-WF,WF-YZ1,0,____,1,1.0000,
2206-87503,2015,FIRST,MGT 1,X-2L,3,____,3,1.0000,
2206-87503,2015,FIRST,STS 10(MST),B,3,____,4,1.0000,
3424-04716,2015,FIRST,FRCH 10,T,3,____,1,1.0000,
3424-04716,2015,FIRST,SPCM 1(AH),Y-5R,3,____,2,1.0000,
0502-56877,2015,FIRST,CMSC 142,C-3L,3,____,1,1.0000,
8442-29874,2015,FIRST,PSY 1(SSP),C-3R,3,____,1,1.0000,
7135-99204,2015,FIRST,PE 2-SJ,SJ-W,0,____,2,1.0000,
7135-99204,2015,FIRST,MGT 113,U,3,____,3,1.0000,
7135-99204,2015,FIRST,MGT 151,C,3,____,4,1.0000,
7135-99204,2015,FIRST,MGT 121,B,3,____,5,1.0000,
7135-99204,2015,FIRST,ABE 2,T-2L,3,____,6,0.0000,
7135-99204,2015,FIRST,CHEM 15.0,X,3,____,7,1.0000,
7135-99204,2015,FIRST,HUM 1(AH),V,3,____,8,1.0000,
0347-59525,2015,FIRST,NASC 3(MST),UV-6R,3,____,1,1.0000,
0347-59525,2015,FIRST,STAT 1,AB-10L,3,____,2,1.0000,
0347-59525,2015,FIRST,PI 10(SSP),G2-3R,3,____,3,1.0000,
0347-59525,2015,FIRST,CHEM 40.0,X,3,____,4,1.0000,
0347-59525,2015,FIRST,CHEM 40.1,1L,1,____,5,1.0000,
0347-59525,2015,FIRST,MATH 26,W-5R,3,____,6,1.0000,
0347-59525,2015,FIRST,PHYS 3,C-1L,3,____,7,1.0000,
0347-59525,2015,FIRST,BIO 30,A-11L,3,____,0,0.0000,
4209-95365,2015,FIRST,PSY 1(SSP),C-5R,3,____,1,1.0000,
4209-95365,2015,FIRST,HORT 148,T-1L,3,____,4,1.0000,
0990-35869,2015,FIRST,AGR 170,V-1L,3,____,1,1.0000,
0990-35869,2015,FIRST,AGRI 199,Y5,1,____,3,1.0000,
0990-35869,2015,FIRST,PPTH 101,C,3,____,4,1.0000,
4425-18272,2015,FIRST,IT 1(MST),G-5L,3,____,1,1.0000,
4362-57409,2015,FIRST,JAP 10,U,3,____,1,1.0000,
4362-57409,2015,FIRST,ANSC 122,ST-1L,3,____,3,1.0000,
9093-95253,2015,FIRST,HORT 40,T-1L,3,____,2,1.0000,
9093-95253,2015,FIRST,HORT 109,S,3,____,3,1.0000,
6050-14516,2015,FIRST,ANSC 111,S-2L,3,____,1,1.0000,
6050-14516,2015,FIRST,ANSC 116,B-2L,3,____,2,1.0000,
6050-14516,2015,FIRST,ANSC 121,A-1L,3,____,3,1.0000,
4408-41254,2015,FIRST,SOSC 1(SSP),C-2R,3,____,2,1.0000,
4408-41254,2015,FIRST,ENSC 10a,6L,2,____,3,1.0000,
4408-41254,2015,FIRST,STS 10(MST),B,3,____,5,1.0000,
0965-93827,2015,FIRST,ENG 2(AH),U-6R,3,____,1,1.0000,
0965-93827,2015,FIRST,SOC 105,Y,3,____,2,1.0000,
0965-93827,2015,FIRST,HUM 3(AH),W,3,____,4,1.0000,
4527-41314,2015,FIRST,APHY 101,AB-2L,3,____,1,1.0000,
4527-41314,2015,FIRST,FRM 103,G-2L,3,____,2,1.0000,
4527-41314,2015,FIRST,FRM 104,GH-6L,3,____,3,1.0000,
5682-47053,2015,FIRST,HUM 3(AH),W,3,____,1,1.0000,
5682-47053,2015,FIRST,ECON 115,F,3,____,2,1.0000,
5682-47053,2015,FIRST,ECON 175,T,3,____,3,1.0000,
5682-47053,2015,FIRST,ECON 199b,G1b,1,____,4,1.0000,
3154-57006,2015,FIRST,HUME 10(SSP),G-2R,3,____,1,1.0000,
3154-57006,2015,FIRST,SPCM 1(AH),Y-6R,3,____,2,1.0000,
3154-57006,2015,FIRST,CMSC 22,WX-7L,3,____,3,1.0000,
3154-57006,2015,FIRST,PSY 1(SSP),U-4R,3,____,4,1.0000,
3154-57006,2015,FIRST,HUM 1(AH),D,3,____,5,1.0000,
8433-28113,2015,FIRST,PE 1,EF2,0,____,1,1.0000,
8433-28113,2015,FIRST,ENG 106,U,3,____,3,1.0000,
8405-22884,2015,FIRST,HNF 198,AR4,12,____,1,1.0000,
6352-28085,2015,FIRST,BIO 150,W-3L,3,____,1,1.0000,
8218-96506,2015,FIRST,PHLO 1(SSP),D-5R,3,____,1,1.0000,
8218-96506,2015,FIRST,ANSC 172,T-1L,3,____,2,1.0000,
8218-96506,2015,FIRST,ANSC 173,B-2L,3,____,3,1.0000,
8218-96506,2015,FIRST,PSY 1(SSP),X1-6R,3,____,5,1.0000,
9359-08238,2015,FIRST,SFI 131,U,3,____,2,1.0000,
9526-30418,2015,FIRST,ChE 193,ST-1L,3,____,1,1.0000,
9526-30418,2015,FIRST,ChE 200-3,AR(3),3,____,2,1.0000,
9526-30418,2015,FIRST,ChE 180,C,3,____,3,1.0000,
9526-30418,2015,FIRST,ChE 185,F,2,____,4,1.0000,
9526-30418,2015,FIRST,ENSC 26,Z-1L,3,____,5,1.0000,
9526-30418,2015,FIRST,HUM 1(AH),D,3,____,6,1.0000,
9016-52362,2015,FIRST,MCB 1,U-1L,3,____,1,1.0000,
9016-52362,2015,FIRST,PHYS 23,F-2L,3,____,2,1.0000,
9016-52362,2015,FIRST,PSY 1(SSP),X1-3R,3,____,3,1.0000,
9016-52362,2015,FIRST,STS 10(MST),B,3,____,4,1.0000,
9241-01343,2015,FIRST,CMSC 165,U-4L,3,____,1,1.0000,
9241-01343,2015,FIRST,HIST 1(SSP),V2-1R,3,____,2,1.0000,
9241-01343,2015,FIRST,FRCH 10,T,3,____,3,1.0000,
3679-44882,2015,FIRST,DEVC 120,ST-1L,3,____,1,1.0000,
6185-04014,2015,FIRST,SOC 114,V,3,____,1,1.0000,
1348-28384,2015,FIRST,ABE 1,B-1L,3,____,1,1.0000,
1348-28384,2015,FIRST,AGRI 195,CD-6L,3,____,3,1.0000,
1348-28384,2015,FIRST,AGRI 199,Y5,1,____,5,1.0000,
1348-28384,2015,FIRST,HUME 10(SSP),S-4R,3,____,6,1.0000,
1348-28384,2015,FIRST,PPTH 102,CD-1L,3,____,7,1.0000,
1767-68485,2015,FIRST,HIST 1(SSP),V2-3R,3,____,1,1.0000,
1767-68485,2015,FIRST,CERP 152,GH,3,____,2,1.0000,
1767-68485,2015,FIRST,CERP 134,CD-1L,3,____,3,1.0000,
8001-44231,2015,FIRST,PE 2-TKD,TKD-WX,0,____,1,1.0000,
8001-44231,2015,FIRST,HUM 3(AH),F,3,____,2,1.0000,
8001-44231,2015,FIRST,PI 10(SSP),V-4R,3,____,3,1.0000,
8001-44231,2015,FIRST,FPPS 128,YZ-2L,3,____,4,1.0000,
8501-02710,2015,FIRST,POSC 180,W,3,____,1,1.0000,
4841-38141,2015,FIRST,ENG 2(AH),Y-6R,3,____,1,1.0000,
3801-75405,2015,FIRST,ENG 101,X,3,____,1,1.0000,
3801-75405,2015,FIRST,ENG 106,U,3,____,2,1.0000,
2562-79303,2015,FIRST,FBS 21,A-6L,4,____,1,1.0000,
6367-60787,2015,FIRST,COMA 192,G,3,____,1,1.0000,
6367-60787,2015,FIRST,THEA 108,Z,3,____,2,1.0000,
6367-60787,2015,FIRST,THEA 101,W,3,____,3,1.0000,
6367-60787,2015,FIRST,SPCM 101,F,3,____,4,1.0000,
7543-20946,2015,FIRST,MST 195,U,2,____,1,1.0000,
7543-20946,2015,FIRST,MATH 14,S-3R,3,____,2,1.0000,
7543-20946,2015,FIRST,PSY 1(SSP),X1-2R,3,____,3,1.0000,
7751-12501,2015,FIRST,PI 10(SSP),G1-2R,3,____,1,1.0000,
7751-12501,2015,FIRST,NASC 6(MST),B,3,____,2,1.0000,
7751-12501,2015,FIRST,CHEM 15.0,X,3,____,3,1.0000,
7751-12501,2015,FIRST,STAT 1,V-6L,3,____,4,1.0000,
7751-12501,2015,FIRST,ECON 11,W-7R,3,____,5,1.0000,
7751-12501,2015,FIRST,HFDS 12,C,3,____,6,1.0000,
7751-12501,2015,FIRST,MATH 2(MST),D,3,____,7,0.0000,
4653-06782,2015,FIRST,ECON 121,Y,3,____,1,1.0000,
4653-06782,2015,FIRST,HUM 3(AH),F,3,____,3,1.0000,
4653-06782,2015,FIRST,AECO 110,B-2L,3,____,5,1.0000,
4653-06782,2015,FIRST,AECO 123,U-2R,3,____,6,1.0000,
4653-06782,2015,FIRST,ABE 2,C-1L,3,____,0,0.0000,
4653-06782,2015,FIRST,ECON 10(SSP),T,3,____,0,0.0000,
7265-70293,2015,FIRST,THEA 101,W,3,____,1,1.0000,
7265-70293,2015,FIRST,PHLO 9,U,3,____,2,1.0000,
7265-70293,2015,FIRST,SPCM 106,X,3,____,3,1.0000,
7265-70293,2015,FIRST,SPCM 105,V,3,____,4,1.0000,
7265-70293,2015,FIRST,MATH 1(MST),Z,3,____,5,1.0000,
7265-70293,2015,FIRST,COMA 193,F,3,____,6,1.0000,
3161-82179,2015,FIRST,FRM 94,Y-3L,3,____,1,1.0000,
3161-82179,2015,FIRST,FPPS 11,ST1-2L,3,____,2,1.0000,
9263-77464,2015,FIRST,FBS 21,A-6L,4,____,1,1.0000,
0539-17895,2015,FIRST,FRM 94,Y-3L,3,____,1,1.0000,
1421-26146,2015,FIRST,PE 2-AD,AD-S,0,____,1,1.0000,
1421-26146,2015,FIRST,MGT 113,T,3,____,2,1.0000,
1421-26146,2015,FIRST,MGT 151,C,3,____,3,1.0000,
1421-26146,2015,FIRST,ECON 102,G1,3,____,4,1.0000,
1421-26146,2015,FIRST,MGT 121,B,3,____,5,1.0000,
1421-26146,2015,FIRST,NASC 10(MST),U,3,____,6,1.0000,
1421-26146,2015,FIRST,PSY 1(SSP),X1-6R,3,____,7,1.0000,
2664-99316,2015,FIRST,PE 2-BT,BT-EF,0,____,2,1.0000,
2664-99316,2015,FIRST,STAT 1,AB-3L,3,____,3,1.0000,
2664-99316,2015,FIRST,ECON 101,T-6R,3,____,4,1.0000,
2664-99316,2015,FIRST,ZOO 1,WX-8L,3,____,5,1.0000,
2664-99316,2015,FIRST,CHEM 15.1,2L,2,____,6,1.0000,
2664-99316,2015,FIRST,CHEM 15.0,G,3,____,7,1.0000,
2664-99316,2015,FIRST,MATH 14,S-4R,3,____,8,1.0000,
3264-36132,2015,FIRST,ENSC 11,Y,3,____,2,1.0000,
3264-36132,2015,FIRST,MATH 38,T-4R,3,____,3,1.0000,
3264-36132,2015,FIRST,ENSC 10b,8L,2,____,4,1.0000,
3264-36132,2015,FIRST,PHYS 82,DV-3L,5,____,5,1.0000,
3264-36132,2015,FIRST,SPCM 1(AH),G-1R,3,____,6,1.0000,
7817-65464,2015,FIRST,MGT 113,T,3,____,2,1.0000,
7817-65464,2015,FIRST,MGT 151,U,3,____,3,1.0000,
7817-65464,2015,FIRST,MGT 131,C,3,____,4,1.0000,
7817-65464,2015,FIRST,CRSC 2,S-1L,3,____,5,1.0000,
7817-65464,2015,FIRST,STAT 1,AB-10L,3,____,6,1.0000,
7817-65464,2015,FIRST,SOSC 3(SSP),D-5R,3,____,7,1.0000,
7830-55362,2015,FIRST,PE 2-FVB,FVB-C,0,____,1,1.0000,
7830-55362,2015,FIRST,NASC 6(MST),D,3,____,3,1.0000,
7830-55362,2015,FIRST,ECON 121,T,3,____,4,1.0000,
7830-55362,2015,FIRST,ECON 104,W,3,____,5,1.0000,
7830-55362,2015,FIRST,ECON 115,C,3,____,6,1.0000,
7830-55362,2015,FIRST,STAT 1,AB-10L,3,____,7,1.0000,
7830-55362,2015,FIRST,FRCH 10,T,3,____,8,1.0000,
6909-18845,2015,FIRST,PE 2-LY,LY-X,0,____,1,1.0000,
7329-25288,2015,FIRST,PE 2-SJ,SJ-T,0,____,2,1.0000,
7329-25288,2015,FIRST,CHEM 15.0,X,3,____,3,1.0000,
7329-25288,2015,FIRST,CHEM 15.1,15L,2,____,4,1.0000,
7329-25288,2015,FIRST,MATH 36,H-5R,5,____,5,1.0000,
7329-25288,2015,FIRST,HUM 1(AH),D,3,____,6,1.0000,
7329-25288,2015,FIRST,ENSC 10b,5L,2,____,7,1.0000,
7329-25288,2015,FIRST,ENG 2(AH),G-2R,3,____,8,1.0000,
7743-34609,2015,FIRST,MATH 14,B-3R,3,____,3,1.0000,
1007-86454,2015,FIRST,CHEM 40.0,X,3,____,2,1.0000,
1007-86454,2015,FIRST,CHEM 40.1,7L,1,____,3,1.0000,
1007-86454,2015,FIRST,SPCM 1(AH),Y-6R,3,____,4,1.0000,
1007-86454,2015,FIRST,PHYS 1,F-4L,3,____,5,1.0000,
1007-86454,2015,FIRST,ENTR 1(SSP),B-2R,3,____,6,1.0000,
1007-86454,2015,FIRST,HFDS 12,D2,3,____,7,1.0000,
1007-86454,2015,FIRST,MATH 2(MST),H,3,____,8,1.0000,
7690-58832,2015,FIRST,PE 2-CH,CH-EF,0,____,2,1.0000,
7690-58832,2015,FIRST,MATH 37,C-5R,5,____,3,1.0000,
7690-58832,2015,FIRST,PHYS 81,GY-6L,5,____,4,1.0000,
7690-58832,2015,FIRST,CHEM 15.0,X,3,____,5,1.0000,
7690-58832,2015,FIRST,CHEM 15.1,24L,2,____,6,1.0000,
7690-58832,2015,FIRST,ENSC 10a,4L,2,____,7,1.0000,
6244-61957,2015,FIRST,PE 2-SDF,SDF-X,0,____,1,1.0000,
6244-61957,2015,FIRST,MATH 14,B-3R,3,____,2,1.0000,
6244-61957,2015,FIRST,PSY 1(SSP),C-2R,3,____,3,1.0000,
8421-24669,2015,FIRST,PE 2-MFUT,MFUT-A,0,____,2,1.0000,
8421-24669,2015,FIRST,CMSC 21,ST-3L,3,____,3,1.0000,
8421-24669,2015,FIRST,CMSC 57,T-3L,3,____,4,1.0000,
8421-24669,2015,FIRST,STAT 1,V-10L,3,____,5,1.0000,
8421-24669,2015,FIRST,MATH 26,W-5R,3,____,6,1.0000,
8421-24669,2015,FIRST,ENG 2(AH),Y-6R,3,____,7,1.0000,
8421-24669,2015,FIRST,CMSC 22,WX-7L,3,____,8,1.0000,
1313-07995,2015,FIRST,PE 2-SJ,SJ-T,0,____,2,1.0000,
1313-07995,2015,FIRST,MATH 37,G-1R,5,____,3,1.0000,
1313-07995,2015,FIRST,PHYS 81,ABST-2L,5,____,4,1.0000,
1313-07995,2015,FIRST,STAT 101,B-6L,3,____,5,1.0000,
1313-07995,2015,FIRST,IE 31,F,3,____,6,1.0000,
1313-07995,2015,FIRST,ENSC 10a,5L,2,____,7,1.0000,
1313-07995,2015,FIRST,SPCM 1(AH),W-5R,3,____,8,1.0000,
9510-73891,2015,FIRST,PE 2-AD,AD-S,0,____,2,1.0000,
9510-73891,2015,FIRST,ANSC 2,T-8L,3,____,3,1.0000,
9510-73891,2015,FIRST,CRSC 2,U-3L,3,____,4,1.0000,
9510-73891,2015,FIRST,SPCM 1(AH),B-1R,3,____,5,1.0000,
9510-73891,2015,FIRST,NASC 7(MST),X,3,____,6,1.0000,
9510-73891,2015,FIRST,CHEM 15.0,G,3,____,7,1.0000,
9510-73891,2015,FIRST,CHEM 15.1,27L,2,____,8,1.0000,
