stdno,schoolyear,term,course,section,units,grade,courserank,contrib
2012-11169,2015,FIRST,CHEM 112,Z,3,,5,1.0000,
2012-11169,2015,FIRST,BIO 30,S-1L,3,,6,1.0000,
2010-20849,2015,FIRST,EE 126,E-1L,3,,1,1.0000,
2010-20849,2015,FIRST,MATH 2(MST),H,3,,3,1.0000,
2010-20849,2015,FIRST,EE 141,V-2L,3,,6,1.0000,
2014-09931,2015,FIRST,NSTP 1,AS1,0,,2,1.0000,
2014-09931,2015,FIRST,FPPS 11,AB-2L,3,,3,1.0000,
2014-09931,2015,FIRST,ECON 11,U-7R,3,,4,1.0000,
2014-09931,2015,FIRST,HUM 2(AH),X1-5R,3,,5,1.0000,
2014-09931,2015,FIRST,NASC 6(MST),B,3,,6,1.0000,
2014-09931,2015,FIRST,PSY 1(SSP),X1-3R,3,,7,1.0000,
2014-09931,2015,FIRST,CHEM 15.0,H,3,,8,1.0000,
2014-09931,2015,FIRST,CHEM 15.1,27L+,2,,9,1.0000,
2014-04496,2015,FIRST,NSTP 1,EM1,0,,1,1.0000,
2014-04496,2015,FIRST,BIO 150,W-3L,3,,2,1.0000,
2014-04496,2015,FIRST,SPCM 1(AH),U1-6R,3,,3,1.0000,
2014-04496,2015,FIRST,HFDS 11,X,3,,4,1.0000,
2014-04496,2015,FIRST,HFDS 21,G,3,,5,1.0000,
2014-04496,2015,FIRST,MATH 14,S-2R,3,,6,1.0000,
2014-04496,2015,FIRST,PHYS 1,F-6L,3,,7,1.0000,
2013-48235,2015,FIRST,NSTP 1,EM2,0,,1,1.0000,
2013-48235,2015,FIRST,FST 130,ST-3L,3,,2,1.0000,
2013-48235,2015,FIRST,FST 101,S-2L,3,,3,1.0000,
2013-48235,2015,FIRST,MCB 1,U-3L,3,,4,1.0000,
2013-48235,2015,FIRST,SPCM 1(AH),G-3R,3,,5,1.0000,
2013-48235,2015,FIRST,FST 161,T-2L,3,,6,1.0000,
2013-48235,2015,FIRST,MGT 1,X-2L,3,,7,1.0000,
2011-06187,2015,FIRST,HIST 2(SSP),T-5R,3,,4,1.0000,
2010-02739,2015,FIRST,CMSC 137,CD-1L,3,,1,1.0000,
2010-02739,2015,FIRST,ENG 2(AH),F-2R,3,,2,1.0000,
2010-02739,2015,FIRST,SOSC 2(SSP),X-5R,3,,3,1.0000,
2010-02739,2015,FIRST,CMSC 142,C-3L,3,,4,1.0000,
2010-02739,2015,FIRST,NASC 1(MST),D-4R,3,,5,1.0000,
2013-39686,2015,FIRST,NSTP 1,EN1,0,,1,1.0000,
2013-39686,2015,FIRST,EE 11,U-2L,4,,3,1.0000,
2013-39686,2015,FIRST,ENSC 21,Y,3,,4,1.0000,
2013-39686,2015,FIRST,ENSC 14a,YG-2C,5,,5,1.0000,
2013-39686,2015,FIRST,ENSC 12,F,3,,6,1.0000,
2013-39686,2015,FIRST,PHYS 83,BT-3L,5,,7,1.0000,
2014-28210,2015,FIRST,NSTP 1,FR-BD,0,,1,1.0000,
2014-28210,2015,FIRST,MATH 26,EF-3R,3,,2,1.0000,
2014-28210,2015,FIRST,ECON 101,T-2R,3,,3,1.0000,
2014-28210,2015,FIRST,CRSC 2,S-6L,3,,4,1.0000,
2014-28210,2015,FIRST,ANSC 1,S-4L,3,,5,1.0000,
2014-28210,2015,FIRST,PHYS 3,C-5L,3,,6,1.0000,
2014-28210,2015,FIRST,CHEM 15.0,S,3,,7,1.0000,
2012-35545,2015,FIRST,NSTP 1,FR-EF,0,,1,1.0000,
2012-35545,2015,FIRST,PHYS 83,BT-4L,5,,2,1.0000,
2012-35545,2015,FIRST,APHY 102,H-3L,3,,3,1.0000,
2012-35545,2015,FIRST,APHY 101,AB-3L,3,,4,1.0000,
2012-35545,2015,FIRST,ENG 2(AH),G-3R,3,,6,1.0000,
2012-35545,2015,FIRST,HIST 2(SSP),T-3R,3,,7,1.0000,
2012-35545,2015,FIRST,HUM 1(AH),V,3,,0,0.0000,
2013-26906,2015,FIRST,STAT 1,S-1L,3,,1,1.0000,
2013-26906,2015,FIRST,PHYS 3,E-1L,3,,2,1.0000,
2013-26906,2015,FIRST,MATH 26,S-4R,3,,3,1.0000,
2013-26906,2015,FIRST,CHEM 32.0,X,3,,4,1.0000,
2013-26906,2015,FIRST,CHEM 32.1,9L,2,,5,1.0000,
2013-26906,2015,FIRST,FST 101,ST-2L,3,,6,1.0000,
2014-83404,2015,FIRST,NSTP 1,AS3,0,,1,1.0000,
2014-83404,2015,FIRST,CHEM 40.0,B,3,,3,1.0000,
2014-83404,2015,FIRST,CHEM 40.1,24L,1,,4,1.0000,
2014-83404,2015,FIRST,ANSC 2,T-5L,3,,5,1.0000,
2014-83404,2015,FIRST,CRPT 1,T-1L,3,,6,1.0000,
2014-83404,2015,FIRST,CRSC 2,AB-5L,3,,7,1.0000,
2014-83404,2015,FIRST,SPCM 1(AH),F-4R,3,,8,1.0000,
2014-83404,2015,FIRST,MATH 14,YZ-4R,3,,9,1.0000,
2012-19372,2015,FIRST,AECO 103,UV-2L,3,,1,1.0000,
2012-19372,2015,FIRST,BOT 1,ST-1L,3,,2,1.0000,
2012-19372,2015,FIRST,ZOO 1,WX-4L,3,,3,1.0000,
2012-19372,2015,FIRST,ECON 11,U-2R,3,,4,1.0000,
2012-19372,2015,FIRST,CRSC 2,S-3L,3,,5,1.0000,
2012-19372,2015,FIRST,ANSC 2,T-1L,3,,6,1.0000,
2011-29301,2015,FIRST,BIO 101,U,3,,1,1.0000,
2011-29301,2015,FIRST,BIO 120,S-3L,3,,2,1.0000,
2011-29301,2015,FIRST,ENG 10,T-3R,3,,3,1.0000,
2011-29301,2015,FIRST,PHYS 1,F-6L,3,,4,1.0000,
2013-74156,2015,FIRST,NSTP 1,HE-EF1,0,,1,1.0000,
2013-74156,2015,FIRST,BIO 101,U,3,,2,1.0000,
2013-74156,2015,FIRST,SPCM 1(AH),Y-6R,3,,3,1.0000,
2013-74156,2015,FIRST,BOT 3,AB-8L,3,,4,1.0000,
2013-74156,2015,FIRST,MATH 26,EF-3R,3,,5,1.0000,
2013-74156,2015,FIRST,PHYS 3,E-6L,3,,6,1.0000,
2013-74156,2015,FIRST,BIO 120,S-3L,3,,7,1.0000,
2013-74156,2015,FIRST,BIO 140,V,3,,8,1.0000,
2011-62462,2015,FIRST,SFFG 125,U-3L,3,,1,1.0000,
2011-62462,2015,FIRST,ENG 1(AH),H-5R,3,,2,1.0000,
2011-62462,2015,FIRST,FRM 117,Y,3,,3,1.0000,
2011-62462,2015,FIRST,FRM 61,T-2L,3,,4,1.0000,
2011-62462,2015,FIRST,FOR 195,AB-3L,3,,5,1.0000,
2009-03700,2015,FIRST,IT 1(MST),V-6L,3,,1,1.0000,
2014-35056,2015,FIRST,NSTP 1,EM1,0,,1,1.0000,
2014-35056,2015,FIRST,CHEM 40.0,X,3,,3,1.0000,
2014-35056,2015,FIRST,CHEM 40.1,20L,1,,4,1.0000,
2014-35056,2015,FIRST,BIO 30,S-5L,3,,5,1.0000,
2014-35056,2015,FIRST,CRPT 1,T-8L,3,,6,1.0000,
2014-35056,2015,FIRST,ANSC 2,T-4L,3,,7,1.0000,
2014-35056,2015,FIRST,CRSC 2,S-6L,3,,8,1.0000,
2014-35056,2015,FIRST,SPCM 1(AH),Y-6R,3,,9,1.0000,
2012-59818,2015,FIRST,CE 121,AB1,3,,1,1.0000,
2012-59818,2015,FIRST,ENSC 14,G,3,,2,1.0000,
2012-59818,2015,FIRST,ENSC 12,V,3,,4,1.0000,
2012-59818,2015,FIRST,ENSC 13,T,3,,5,1.0000,
2012-59818,2015,FIRST,ENSC 10b,7L,2,,6,1.0000,
2012-59818,2015,FIRST,ENG 10,C-3R,3,,7,1.0000,
2014-62407,2015,FIRST,NSTP 1,HE-EF2,0,,1,1.0000,
2014-62407,2015,FIRST,MATH 37,C-3R,5,,3,1.0000,
2014-62407,2015,FIRST,STAT 101,B-2L,3,,4,1.0000,
2014-62407,2015,FIRST,CMSC 21,ST-5L,3,,5,1.0000,
2014-62407,2015,FIRST,PHLO 1(SSP),W2-2R,3,,6,1.0000,
2014-62407,2015,FIRST,MATH 1(MST),V,3,,7,1.0000,
2012-37919,2015,FIRST,CERP 140,Y,3,,1,1.0000,
2012-37919,2015,FIRST,PSY 1(SSP),B-3R,3,,2,1.0000,
2012-37919,2015,FIRST,HUME 191,H,3,,4,1.0000,
2012-37919,2015,FIRST,SFFG 152,U,3,,5,1.0000,
2012-37919,2015,FIRST,NASC 10(MST),U,3,,7,1.0000,
2012-37919,2015,FIRST,CERP 133,W-2L,3,,0,0.0000,
2012-37919,2015,FIRST,HUME 199a,F(ST),1,,0,0.0000,
2014-08921,2015,FIRST,NSTP 1,HE-EF2,0,,2,1.0000,
2014-08921,2015,FIRST,FPPS 11,ST1-2L,3,,3,1.0000,
2014-08921,2015,FIRST,ECON 11,E-1R,3,,4,1.0000,
2014-08921,2015,FIRST,HUM 3(AH),F,3,,5,1.0000,
2014-08921,2015,FIRST,NASC 10(MST),U,3,,6,1.0000,
2014-08921,2015,FIRST,PSY 1(SSP),B-3R,3,,7,1.0000,
2014-08921,2015,FIRST,CHEM 15.0,H,3,,8,1.0000,
2014-08921,2015,FIRST,CHEM 15.1,17L,2,,9,1.0000,
2011-46662,2015,FIRST,BIO 30,A-3L,3,,2,1.0000,
2011-46662,2015,FIRST,SPCM 1(AH),F-4R,3,,3,1.0000,
2011-46662,2015,FIRST,CHEM 15.0,H,3,,5,1.0000,
2011-46662,2015,FIRST,CHEM 15.1,24L,2,,6,1.0000,
2011-46662,2015,FIRST,MATH 14,B-5R,3,,7,1.0000,
2011-46662,2015,FIRST,ENG 2(AH),Y-6R,3,,8,1.0000,
2014-72463,2015,FIRST,NSTP 1,EN2,0,,1,1.0000,
2014-72463,2015,FIRST,BIO 150,C-2L,3,,2,1.0000,
2014-72463,2015,FIRST,CHEM 15.0,S,3,,3,1.0000,
2014-72463,2015,FIRST,CHEM 15.1,15L,2,,4,1.0000,
2014-72463,2015,FIRST,SPCM 1(AH),Y-3R,3,,5,1.0000,
2014-72463,2015,FIRST,HFDS 11,X,3,,6,1.0000,
2014-72463,2015,FIRST,HUME 101,T,3,,7,1.0000,
2014-72463,2015,FIRST,MATH 14,B-5R,3,,8,1.0000,
2014-99165,2015,FIRST,PE 1,YZ1,0,,1,1.0000,
2014-99165,2015,FIRST,NSTP 1,EM2,0,,2,1.0000,
2014-99165,2015,FIRST,CRPT 1,ST-8L,3,,3,1.0000,
2014-99165,2015,FIRST,SPCM 1(AH),Y-2R,3,,4,1.0000,
2014-99165,2015,FIRST,SOIL 1,C-8L,3,,5,1.0000,
2014-99165,2015,FIRST,NASC 5(MST),CD-2R,3,,6,1.0000,
2014-99165,2015,FIRST,AGRI 11,G,1,,7,1.0000,
2014-99165,2015,FIRST,ECON 10(SSP),T,3,,8,1.0000,
2012-47737,2015,FIRST,ENG 10,B-1R,3,,1,1.0000,
2012-47737,2015,FIRST,STAT 146,UV-1R,3,,2,1.0000,
2012-47737,2015,FIRST,STAT 175,C-1L,3,,3,1.0000,
2012-47737,2015,FIRST,STAT 173,D-2L,3,,4,1.0000,
2012-47737,2015,FIRST,STAT 165,WX-1L,3,,5,1.0000,
2012-47737,2015,FIRST,HIST 1(SSP),D-5R,3,,6,1.0000,
2013-06994,2015,FIRST,SOC 151,V,3,,1,1.0000,
2013-06994,2015,FIRST,HFDS 21,G,3,,2,1.0000,
2013-06994,2015,FIRST,SPCM 1(AH),U1-6R,3,,3,1.0000,
2013-06994,2015,FIRST,STAT 166,EF-2L,3,,4,1.0000,
2013-06994,2015,FIRST,HUM 3(AH),W,3,,5,1.0000,
2014-09396,2015,FIRST,NASC 7(MST),X,3,,2,1.0000,
2014-09396,2015,FIRST,HUM 3(AH),W,3,,3,1.0000,
2014-09396,2015,FIRST,BOT 11,B-3L,3,,4,1.0000,
2014-09396,2015,FIRST,IT 1(MST),G-3L,3,,5,1.0000,
2014-09396,2015,FIRST,CHEM 15.0,T,3,,6,1.0000,
2014-09396,2015,FIRST,STAT 1,AB-2L,3,,7,1.0000,
2013-11094,2015,FIRST,NSTP 1,AS4,0,,1,1.0000,
2013-11094,2015,FIRST,ENG 101,E,3,,3,1.0000,
2013-11094,2015,FIRST,COMA 105,T,3,,4,1.0000,
2013-11094,2015,FIRST,COMA 192,G,3,,5,1.0000,
2013-11094,2015,FIRST,STS 1,Y1,3,,0,0.0000,
2012-37818,2015,FIRST,THEA 101,W,3,,1,1.0000,
2012-37818,2015,FIRST,ENG 106,U,3,,2,1.0000,
2012-37818,2015,FIRST,NASC 10(MST),U,3,,4,1.0000,
2014-60950,2015,FIRST,NSTP 1,AS4,0,,1,1.0000,
2014-60950,2015,FIRST,SPCM 1(AH),B-6R,3,,2,1.0000,
2014-60950,2015,FIRST,AMAT 19,Z,3,,3,1.0000,
2014-60950,2015,FIRST,MATH 36,H-2R,5,,4,1.0000,
2014-60950,2015,FIRST,STAT 1,Z-4L,3,,5,1.0000,
2014-60950,2015,FIRST,PI 10(SSP),G2-4R,3,,6,1.0000,
2011-03482,2015,FIRST,HNF 42,A-3L,4,,1,1.0000,
2011-03482,2015,FIRST,HNF 123,U-2L,3,,2,1.0000,
2011-03482,2015,FIRST,PSY 1(SSP),X1-3R,3,,3,1.0000,
2013-08514,2015,FIRST,HUM 1(AH),X,3,,1,1.0000,
2013-08514,2015,FIRST,DEVC 101,G,3,,2,1.0000,
2013-08514,2015,FIRST,DEVC 144,AB-1L,3,,3,1.0000,
2013-08514,2015,FIRST,DEVC 153,Y,3,,4,1.0000,
2013-08514,2015,FIRST,FOR 1,T,3,,6,1.0000,
2014-41659,2015,FIRST,NSTP 1,EM2,0,,2,1.0000,
2014-41659,2015,FIRST,BIO 150,U-1L,3,,3,1.0000,
2014-41659,2015,FIRST,CHEM 15.0,S,3,,4,1.0000,
2014-41659,2015,FIRST,CHEM 15.1,29L,2,,5,1.0000,
2014-41659,2015,FIRST,SPCM 1(AH),B-6R,3,,6,1.0000,
2014-41659,2015,FIRST,HFDS 11,Y,3,,7,1.0000,
2014-41659,2015,FIRST,HUME 101,T,3,,8,1.0000,
2014-41659,2015,FIRST,STAT 1,S-5L,3,,9,1.0000,
2013-50226,2015,FIRST,NSTP 1,HE-EF1,0,,1,1.0000,
2013-50226,2015,FIRST,HUME 196,D,3,,3,1.0000,
2013-50226,2015,FIRST,HUME 103,A,3,,4,1.0000,
2013-50226,2015,FIRST,CERP 131,W,3,,5,1.0000,
2013-50226,2015,FIRST,PI 10(SSP),V-4R,3,,6,1.0000,
2013-50226,2015,FIRST,SPCM 1(AH),G-2R,3,,7,1.0000,
2013-50226,2015,FIRST,ECON 11,C-5R,3,,8,1.0000,
2011-34041,2015,FIRST,SOC 114,D,3,,1,1.0000,
2011-34041,2015,FIRST,ENG 2(AH),U-1R,3,,2,1.0000,
2014-72738,2015,FIRST,NSTP 1,FR-BD,0,,1,1.0000,
2014-72738,2015,FIRST,CMSC 21,ST-4L,3,,3,1.0000,
2014-72738,2015,FIRST,CMSC 57,T-2L,3,,4,1.0000,
2014-72738,2015,FIRST,STAT 1,S-8L,3,,5,1.0000,
2014-72738,2015,FIRST,HUM 2(AH),F-5R,3,,6,1.0000,
2014-72738,2015,FIRST,NASC 1(MST),V-2R,3,,7,1.0000,
2014-72738,2015,FIRST,CMSC 22,WX-7L,3,,8,1.0000,
2012-55130,2015,FIRST,HUM 3(AH),F,3,,1,1.0000,
2012-55130,2015,FIRST,PHYS 13,U-6L,3,,2,1.0000,
2012-55130,2015,FIRST,ZOO 113,X-4L,5,,3,1.0000,
2012-55130,2015,FIRST,WLDL 101,Y-2L,3,,4,1.0000,
2012-55130,2015,FIRST,BIO 101,W,3,,5,1.0000,
2012-44074,2015,FIRST,THEA 101,W,3,,1,1.0000,
2012-44074,2015,FIRST,CMSC 2,E-5L,3,,3,1.0000,
2012-44074,2015,FIRST,COMA 192,G,3,,4,1.0000,
2012-28979,2015,FIRST,HNF 152,GH2-1L,3,,1,1.0000,
2012-28979,2015,FIRST,HNF 132,C-4L,3,,2,1.0000,
2012-28979,2015,FIRST,HNF 12,B-4L,3,,3,1.0000,
2012-28979,2015,FIRST,HNF 123,U-2L,3,,4,1.0000,
2013-09348,2015,FIRST,NSTP 1,HE-EF2,0,,1,1.0000,
2013-09348,2015,FIRST,MGT 113,U,3,,2,1.0000,
2013-09348,2015,FIRST,MGT 151,U,3,,3,1.0000,
2013-09348,2015,FIRST,ECON 102,C,3,,4,1.0000,
2013-09348,2015,FIRST,NASC 6(MST),D,3,,5,1.0000,
2013-09348,2015,FIRST,STAT 1,ST-4L,3,,6,1.0000,
2013-09348,2015,FIRST,HIST 1(SSP),D-2R,3,,7,1.0000,
2012-56489,2015,FIRST,CMSC 137,B-1L,3,,1,1.0000,
2012-56489,2015,FIRST,CMSC 141,D-1L,3,,2,1.0000,
2012-56489,2015,FIRST,CMSC 150,EF-4L,3,,3,1.0000,
2012-56489,2015,FIRST,ECON 10(SSP),T,3,,4,1.0000,
2012-56489,2015,FIRST,FRCH 10,T,3,,5,1.0000,
2012-37479,2015,FIRST,FPPS 127,YZ-2L,3,,1,1.0000,
2012-37479,2015,FIRST,SFFG 125,U-2L,3,,2,1.0000,
2012-37479,2015,FIRST,HUM 3(AH),F,3,,3,1.0000,
2012-37479,2015,FIRST,SPCM 1(AH),Y-4R,3,,4,1.0000,
2012-37479,2015,FIRST,PI 10(SSP),H-6R,3,,5,1.0000,
2012-37479,2015,FIRST,SFI 121,Y-2L,3,,6,1.0000,
2013-98295,2015,FIRST,NSTP 1,FR-BD,0,,1,1.0000,
2013-98295,2015,FIRST,SPCM 1(AH),U1-3R,3,,4,1.0000,
2013-98295,2015,FIRST,SOC 116,X,3,,5,1.0000,
2013-98295,2015,FIRST,SOC 105,Y,3,,6,1.0000,
2013-98295,2015,FIRST,PI 10(SSP),A2-3R,3,,7,1.0000,
2013-98295,2015,FIRST,STAT 166,EF-2L,3,,8,1.0000,
2013-98295,2015,FIRST,HUM 1(AH),X,3,,0,0.0000,
2014-05817,2015,FIRST,NSTP 1,HE-EF1,0,,2,1.0000,
2014-05817,2015,FIRST,MATH 37,C-2R,5,,3,1.0000,
2014-05817,2015,FIRST,PHYS 81,GY-4L,5,,4,1.0000,
2014-05817,2015,FIRST,CHEM 15.0,X,3,,5,1.0000,
2014-05817,2015,FIRST,CHEM 15.1,20L,2,,6,1.0000,
2014-05817,2015,FIRST,ENSC 10a,2L,2,,7,1.0000,
2012-98150,2015,FIRST,MATH 14,S-1R,3,,1,1.0000,
2012-98150,2015,FIRST,MGT 113,U,3,,2,1.0000,
2012-98150,2015,FIRST,MGT 151,U,3,,3,1.0000,
2012-98150,2015,FIRST,HIST 1(SSP),V2-2R,3,,5,1.0000,
2012-98150,2015,FIRST,JAP 10,T2,3,,6,1.0000,
2012-07470,2015,FIRST,IE 151,ST-2L,3,,1,1.0000,
2012-07470,2015,FIRST,IE 143,E,3,,2,1.0000,
2012-07470,2015,FIRST,IE 142,X,3,,3,1.0000,
2012-07470,2015,FIRST,ENSC 13,D,3,,4,1.0000,
2012-07470,2015,FIRST,IE 134,ST-2L,3,,5,1.0000,
2012-07470,2015,FIRST,IE 164,C,3,,6,1.0000,
2012-07470,2015,FIRST,ENSC 10b,6L,2,,7,1.0000,
2013-60071,2015,FIRST,NSTP 1,AS1,0,,1,1.0000,
2013-60071,2015,FIRST,BIO 101,W,3,,2,1.0000,
2013-60071,2015,FIRST,SPCM 1(AH),F-4R,3,,3,1.0000,
2013-60071,2015,FIRST,PHYS 3,C-6L,3,,4,1.0000,
2013-60071,2015,FIRST,MCB 1,U-4L,3,,5,1.0000,
2013-60071,2015,FIRST,SOSC 3(SSP),Y-2R,3,,6,1.0000,
2013-60071,2015,FIRST,BIO 120,S-6L,3,,7,1.0000,
2013-60071,2015,FIRST,BIO 140,V,3,,8,1.0000,
2012-34913,2015,FIRST,FIL 20,Z,3,,1,1.0000,
2012-34913,2015,FIRST,HUM 3(AH),F,3,,2,1.0000,
2012-34913,2015,FIRST,HFDS 12,D,3,,3,1.0000,
2012-34913,2015,FIRST,SPCM 1(AH),Y-3R,3,,5,1.0000,
2012-34913,2015,FIRST,BIO 120,S-4L,3,,6,1.0000,
2012-34913,2015,FIRST,MCB 130,AB-2L,4,,0,0.0000,
2013-16040,2015,FIRST,CMSC 131,AB-3L,3,,1,1.0000,
2013-16040,2015,FIRST,CMSC 124,B-1L,3,,2,1.0000,
2013-16040,2015,FIRST,CMSC 127,S-1L,3,,3,1.0000,
2013-16040,2015,FIRST,CMSC 100,EF-2L,3,,4,1.0000,
2013-16040,2015,FIRST,SPCM 1(AH),W-6R,3,,5,1.0000,
2013-16040,2015,FIRST,CMSC 165,U-3L,3,,6,1.0000,
2010-51803,2015,FIRST,CHEM 112.1,1L,2,,1,1.0000,
2010-51803,2015,FIRST,CHEM 115,Y,3,,2,1.0000,
2010-51803,2015,FIRST,CHEM 120.1,1L,2,,3,1.0000,
2010-51803,2015,FIRST,PHYS 83,BT-4L,5,,5,1.0000,
2012-76432,2015,FIRST,NSTP 1,EN2,0,,1,1.0000,
2012-76432,2015,FIRST,EE 11,V-2L,4,,2,1.0000,
2012-76432,2015,FIRST,ENSC 21,U,3,,3,1.0000,
2012-76432,2015,FIRST,ENSC 14a,YG-2C,5,,4,1.0000,
2012-76432,2015,FIRST,PHYS 83,BT-3L,5,,5,1.0000,
2012-76432,2015,FIRST,ENSC 10b,3L,2,,6,1.0000,
2013-27808,2015,FIRST,THEA 107,H,3,,1,1.0000,
2013-27808,2015,FIRST,ENG 101,E,3,,2,1.0000,
2013-27808,2015,FIRST,COMA 192,G,3,,3,1.0000,
2013-27808,2015,FIRST,COMA 105,T,3,,4,1.0000,
2013-27808,2015,FIRST,NASC 6(MST),C,3,,0,0.0000,
2014-08284,2015,FIRST,NSTP 1,FR-BD,0,,1,1.0000,
2014-08284,2015,FIRST,CHEM 40.0,E,3,,3,1.0000,
2014-08284,2015,FIRST,CHEM 40.1,23L,1,,4,1.0000,
2014-08284,2015,FIRST,BIO 30,A-11L,3,,5,1.0000,
2014-08284,2015,FIRST,CRPT 1,T-5L,3,,6,1.0000,
2014-08284,2015,FIRST,ANSC 2,T-4L,3,,7,1.0000,
2014-08284,2015,FIRST,CRSC 2,S-1L,3,,8,1.0000,
2014-08284,2015,FIRST,SPCM 1(AH),Y-2R,3,,9,1.0000,
2012-19559,2015,FIRST,HNF 152,GH1-4L,3,,1,1.0000,
2012-19559,2015,FIRST,HNF 125,A-2L,3,,2,1.0000,
2012-19559,2015,FIRST,HNF 124,T-2L,3,,3,1.0000,
2012-19559,2015,FIRST,HNF 42,B-3L,4,,4,1.0000,
2012-19559,2015,FIRST,HNF 132,C-4L,3,,5,1.0000,
2014-28525,2015,FIRST,NSTP 1,AS4,0,,2,1.0000,
2014-28525,2015,FIRST,CHEM 40.0,X,3,,3,1.0000,
2014-28525,2015,FIRST,CHEM 40.1,26L,1,,4,1.0000,
2014-28525,2015,FIRST,SPCM 1(AH),Y-1R,3,,5,1.0000,
2014-28525,2015,FIRST,PHYS 1,F-4L,3,,6,1.0000,
2014-28525,2015,FIRST,ENTR 1(SSP),B-2R,3,,7,1.0000,
2014-28525,2015,FIRST,HFDS 12,D2,3,,8,1.0000,
2014-28525,2015,FIRST,MATH 2(MST),H,3,,9,1.0000,
2012-07410,2015,FIRST,ECON 175,T,3,,1,1.0000,
2012-07410,2015,FIRST,ECON 199a,Y1a,1,,2,1.0000,
2012-07410,2015,FIRST,AECO 151,ST-1R,3,,3,1.0000,
2012-07410,2015,FIRST,SPAN I,V,3,,4,1.0000,
2012-07410,2015,FIRST,ECON 130,E,3,,5,1.0000,
2012-07410,2015,FIRST,ECON 115,F,3,,6,1.0000,
2014-27257,2015,FIRST,NSTP 1,HE-EF1,0,,1,1.0000,
2014-27257,2015,FIRST,STAT 1,D-6L,3,,3,1.0000,
2014-27257,2015,FIRST,ECON 101,T-4R,3,,4,1.0000,
2014-27257,2015,FIRST,ANSC 1,S-5L,3,,5,1.0000,
2014-27257,2015,FIRST,CRSC 2,UV-1L,3,,6,1.0000,
2014-27257,2015,FIRST,ENTR 1(SSP),ST-5R,3,,7,1.0000,
2014-27257,2015,FIRST,MATH 14,B-5R,3,,8,1.0000,
2014-64390,2015,FIRST,NSTP 1,AS1,0,,1,1.0000,
2014-64390,2015,FIRST,BIO 70,Z,3,,3,1.0000,
2014-64390,2015,FIRST,BOT 3,AB-3L,3,,4,1.0000,
2014-64390,2015,FIRST,MATH 26,EF-3R,3,,5,1.0000,
2014-64390,2015,FIRST,PHYS 3,X-6L,3,,6,1.0000,
2014-64390,2015,FIRST,MCB 1,S-9L,3,,7,1.0000,
2014-64390,2015,FIRST,BIO 30,A-3L,3,,8,1.0000,
2014-28355,2015,FIRST,NSTP 1,EN1,0,,1,1.0000,
2014-28355,2015,FIRST,CHEM 32.0,T,3,,3,1.0000,
2014-28355,2015,FIRST,CHEM 32.1,8L,2,,4,1.0000,
2014-28355,2015,FIRST,CHEM 40.0,C,3,,5,1.0000,
2014-28355,2015,FIRST,CHEM 40.1,17L,1,,6,1.0000,
2014-28355,2015,FIRST,SPCM 1(AH),B-6R,3,,7,1.0000,
2014-28355,2015,FIRST,ENG 1(AH),W1-3R,3,,8,1.0000,
2014-28355,2015,FIRST,PHYS 3,X-6L,3,,9,1.0000,
2014-28355,2015,FIRST,ENSC 10a,4L,2,,10,1.0000,
2014-09368,2015,FIRST,NSTP 1,EN1,0,,2,1.0000,
2014-09368,2015,FIRST,ENG 1(AH),H-2R,3,,3,1.0000,
2014-09368,2015,FIRST,CHEM 15.0,T,3,,4,1.0000,
2014-09368,2015,FIRST,CHEM 15.1,11L,2,,5,1.0000,
2014-09368,2015,FIRST,MATH 14,S-1R,3,,6,1.0000,
2014-09368,2015,FIRST,FBS 21,A-3L,4,,7,1.0000,
2014-09368,2015,FIRST,SFFG 101,T,3,,8,1.0000,
2012-45498,2015,FIRST,BIO 1,X-1L,3,,1,1.0000,
2012-45498,2015,FIRST,HFDS 21,F,3,,2,1.0000,
2012-45498,2015,FIRST,HIST 1(SSP),V1-6R,3,,4,1.0000,
2012-45498,2015,FIRST,STS 1,Y2,3,,6,1.0000,
2012-45498,2015,FIRST,DEVC 199,A2,1,,7,1.0000,
2014-71430,2015,FIRST,NSTP 1,HE-EF2,0,,2,1.0000,
2014-71430,2015,FIRST,FPPS 11,ST1-1L,3,,3,1.0000,
2014-71430,2015,FIRST,ECON 11,W-2R,3,,4,1.0000,
2014-71430,2015,FIRST,NASC 2(MST),G,3,,5,1.0000,
2014-71430,2015,FIRST,SOSC 3(SSP),V-3R,3,,6,1.0000,
2014-71430,2015,FIRST,ZOO 1,A-7L,3,,7,1.0000,
2014-71430,2015,FIRST,FBS 21,A-3L,4,,8,1.0000,
2013-61890,2015,FIRST,ABT 105,B3-1L,3,,2,1.0000,
2013-61890,2015,FIRST,BOT 20,ST-2L,3,,3,1.0000,
2013-61890,2015,FIRST,CHEM 160,B,3,,4,1.0000,
2013-61890,2015,FIRST,SOIL 1,C-8L,3,,5,1.0000,
2013-61890,2015,FIRST,HUM 2(AH),W-3R,3,,6,1.0000,
2013-61890,2015,FIRST,PHYS 3,E-1L,3,,8,1.0000,
2013-61890,2015,FIRST,STAT 162,G-3L,3,,0,0.0000,
2012-02595,2015,FIRST,NSTP 1,FR-EF,0,,1,1.0000,
2012-02595,2015,FIRST,FIL 20,Z,3,,2,1.0000,
2012-02595,2015,FIRST,HUM 3(AH),W,3,,3,1.0000,
2012-02595,2015,FIRST,HUME 10(SSP),U-1R,3,,4,1.0000,
2012-02595,2015,FIRST,MCB 130,AB-2L,4,,5,1.0000,
